thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixtion.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
130,0,130,[0.24],[0.435],[1],[0],[0],[12.498249699999974],['target'],130,0,130,0,401.2600772999999,,5,401.2424666999999,401.2600772999999,401.2600772999999,0.027948499999979504,413.7418588999999,[0.24],[0.435],[1],[0],[0],[12.498249699999974],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
131,0,131,[0.325],[-0.4266666666666667],[1],[0],[0],[3.2724527999999964],['target'],131,0,131,0,413.8746483,,10,413.8249599999999,413.8746483,413.8746483,0.0827475000000959,417.0981800999999,[0.325],[-0.4266666666666667],[1],[0],[0],[3.2724527999999964],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
132,0,132,[-0.10333333333333333],[-0.28],[1],[0],[0],[2.5846602000000303],['target'],132,0,132,0,417.1509976,,5,417.1286715,417.1509976,417.1509976,0.03014619999999013,419.71409329999994,[-0.10333333333333333],[-0.28],[1],[0],[0],[2.5846602000000303],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
133,0,133,[0.23],[-0.27166666666666667],[1],[0],[0],[2.345536999999922],['target'],133,0,133,0,419.8087604,,10,419.7742778999999,419.8087604,419.8087604,0.059946899999999914,422.1207145999999,[0.23],[-0.27166666666666667],[1],[0],[0],[2.345536999999922],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
134,0,134,[0.22166666666666668],[0.425],[1],[0],[0],[1.499635699999999],['target'],134,0,134,0,422.2408069999999,,10,422.19892819999995,422.2408069999999,422.2408069999999,0.07779179999999997,423.6998016,[0.22166666666666668],[0.425],[1],[0],[0],[1.499635699999999],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
135,0,135,[0.085],[-0.24833333333333332],[1],[0],[0],[2.565432200000032],['target'],135,0,135,0,423.75585419999993,,5,423.73421369999994,423.75585419999993,423.75585419999993,0.0340232000000924,426.3004742999999,[0.085],[-0.24833333333333332],[1],[0],[0],[2.565432200000032],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
136,0,136,[-0.041666666666666664],[0.15833333333333333],[1],[0],[0],[1.656220600000097],['target'],136,0,136,0,426.39376689999995,,10,426.3585627,426.39376689999995,426.39376689999995,0.05781360000003133,428.01558539999996,[-0.041666666666666664],[0.15833333333333333],[1],[0],[0],[1.656220600000097],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
137,0,137,[-0.48],[-0.05],[1],[0],[0],[1.7771778999999697],['target'],137,0,137,0,428.0795774999999,,5,428.0553779999999,428.0795774999999,428.0795774999999,0.039445599999908154,429.8336880999999,[-0.48],[-0.05],[1],[0],[0],[1.7771778999999697],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
138,0,138,[-0.075],[-0.31166666666666665],[1],[0],[0],[2.883337200000028],['target'],138,0,138,0,429.93484149999995,,10,429.90310139999997,429.93484149999995,429.93484149999995,0.06904250000002321,432.78733149999994,[-0.075],[-0.31166666666666665],[1],[0],[0],[2.883337200000028],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
139,0,139,[0.2783333333333333],[0.485],[1],[0],[0],[2.5077347000000145],[None],139,0,139,0,432.85480099999995,,5,432.8268664,432.85480099999995,432.85480099999995,0.03914120000001731,435.3356619,[0.2783333333333333],[0.485],[1],[0],[0],[2.5077347000000145],[None],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
140,0,140,[0.018333333333333333],[-0.39],[1],[0],[0],[2.3375785000000633],['target'],140,0,140,0,435.4494064999999,,10,435.4140064999999,435.4494064999999,435.4494064999999,0.07794330000001537,437.7526524,[0.018333333333333333],[-0.39],[1],[0],[0],[2.3375785000000633],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
141,0,141,[0.195],[-0.23333333333333334],[1],[0],[0],[1.6807859000000462],['target'],141,0,141,0,437.8783649999999,,10,437.8355332,437.8783649999999,437.8783649999999,0.08235839999997552,439.517206,[0.195],[-0.23333333333333334],[1],[0],[0],[1.6807859000000462],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
142,0,142,[0.44166666666666665],[-0.06833333333333333],[1],[0],[0],[1.978636300000062],['target'],142,0,142,0,439.62188779999997,,10,439.5848355999999,439.62188779999997,439.62188779999997,0.0671649000000798,441.564266,[0.44166666666666665],[-0.06833333333333333],[1],[0],[0],[1.978636300000062],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
143,0,143,[-0.3016666666666667],[-0.335],[1],[0],[0],[5.366847399999983],['target'],143,0,143,0,441.63763859999995,,10,441.6157839,441.63763859999995,441.63763859999995,0.05116140000006908,446.9837746999999,[-0.3016666666666667],[-0.335],[1],[0],[0],[5.366847399999983],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
144,0,144,[0.14333333333333334],[0.2816666666666667],[1],[0],[0],[1.9155607000000145],['target'],144,0,144,0,447.03839519999997,,5,447.01560689999997,447.03839519999997,447.03839519999997,0.031222500000012587,448.93195919999994,[0.14333333333333334],[0.2816666666666667],[1],[0],[0],[1.9155607000000145],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
145,0,145,[-0.255],[0.03166666666666667],[1],[0],[0],[2.4941623999999365],['target'],145,0,145,0,449.0083643999999,,10,448.9871879,449.0083643999999,449.0083643999999,0.054882000000020525,451.48208809999994,[-0.255],[0.03166666666666667],[1],[0],[0],[2.4941623999999365],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
146,0,146,[0.31333333333333335],[-0.3233333333333333],[1],[0],[0],[2.7837915000000066],['target'],146,0,146,0,451.55327379999994,,10,451.5312775,451.55327379999994,451.55327379999994,0.048929400000019996,454.3158441999999,[0.31333333333333335],[-0.3233333333333333],[1],[0],[0],[2.7837915000000066],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
147,0,147,[-0.49333333333333335],[0.09],[1],[0],[0],[2.0200176999999258],['target'],147,0,147,0,454.3615145,,5,454.34602359999997,454.3615145,454.3615145,0.029810900000029505,456.3670036,[-0.49333333333333335],[0.09],[1],[0],[0],[2.0200176999999258],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
148,0,148,[0.15],[0.12333333333333334],[1],[0],[0],[1.925994400000036],['target'],148,0,148,0,456.4450532999999,,10,456.423235,456.4450532999999,456.4450532999999,0.05594110000004093,458.35000819999993,[0.15],[0.12333333333333334],[1],[0],[0],[1.925994400000036],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
149,0,149,[-0.045],[0.415],[1],[0],[0],[1.985219700000016],['target'],149,0,149,0,458.4396459999999,,10,458.4143661999999,458.4396459999999,458.4396459999999,0.0638407000000143,460.4006572999999,[-0.045],[0.415],[1],[0],[0],[1.985219700000016],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
150,0,150,[0.21166666666666667],[0.4116666666666667],[1],[0],[0],[2.14705170000002],['target'],150,0,150,0,460.4484728,,5,460.4324805,460.4484728,460.4484728,0.0312268000000131,462.58023019999996,[0.21166666666666667],[0.4116666666666667],[1],[0],[0],[2.14705170000002],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
151,0,151,[-0.14166666666666666],[-0.46166666666666667],[1],[0],[0],[5.1150135999999975],['target'],151,0,151,0,462.653825,,10,462.6324264,462.653825,462.653825,0.05201190000002498,467.7481055999999,[-0.14166666666666666],[-0.46166666666666667],[1],[0],[0],[5.1150135999999975],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
152,0,152,[0.03],[-0.42],[1],[0],[0],[1.7169589999999744],['target'],152,0,152,0,467.82278959999996,,10,467.7996242999999,467.82278959999996,467.82278959999996,0.05129069999998137,469.5174138,[0.03],[-0.42],[1],[0],[0],[1.7169589999999744],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
153,0,153,[-0.11666666666666667],[-0.12833333333333333],[1],[0],[0],[1.804893800000059],['target'],153,0,153,0,469.56713519999994,,5,469.54765139999995,469.56713519999994,469.56713519999994,0.029779299999972864,471.353571,[-0.11666666666666667],[-0.12833333333333333],[1],[0],[0],[1.804893800000059],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
154,0,154,[-0.41833333333333333],[0.24666666666666667],[1],[0],[0],[5.020721900000012],['target'],154,0,154,0,471.4213295999999,,5,471.39534189999995,471.4213295999999,471.4213295999999,0.04139850000001388,476.4167726999999,[-0.41833333333333333],[0.24666666666666667],[1],[0],[0],[5.020721900000012],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
155,0,155,[-0.4583333333333333],[0.08],[1],[0],[0],[1.9882853000000296],['target'],155,0,155,0,476.45706129999996,,5,476.4418070999999,476.45706129999996,476.45706129999996,0.024832100000026003,478.4307748,[-0.4583333333333333],[0.08],[1],[0],[0],[1.9882853000000296],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
156,0,156,[-0.015],[0.041666666666666664],[1],[0],[0],[4.626803799999948],['target'],156,0,156,0,478.4966361999999,,10,478.4738999,478.4966361999999,478.4966361999999,0.04294249999998101,483.1015351,[-0.015],[0.041666666666666664],[1],[0],[0],[4.626803799999948],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
157,0,157,[-0.21666666666666667],[0.19],[1],[0],[0],[2.5221198000000413],['target'],157,0,157,0,483.1842597,,10,483.1598777999999,483.1842597,483.1842597,0.057872099999940474,485.68266819999997,[-0.21666666666666667],[0.19],[1],[0],[0],[2.5221198000000413],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
158,0,158,[-0.12],[-0.175],[1],[0],[0],[2.170842000000107],['target'],158,0,158,0,485.7310505999999,,5,485.71082119999994,485.7310505999999,485.7310505999999,0.027926200000024437,487.88243149999994,[-0.12],[-0.175],[1],[0],[0],[2.170842000000107],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
159,0,159,[-0.18833333333333332],[-0.005],[1],[0],[0],[1.3188235000000077],['target'],159,0,159,0,487.928775,,5,487.9132590999999,487.928775,487.928775,0.03065609999998742,489.232889,[-0.18833333333333332],[-0.005],[1],[0],[0],[1.3188235000000077],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
160,0,160,[0.25333333333333335],[0.17],[1],[0],[0],[2.1674690999999484],['target'],160,0,160,0,489.2902828,,5,489.2662094,489.2902828,489.2902828,0.03309129999991001,491.4344797,[0.25333333333333335],[0.17],[1],[0],[0],[2.1674690999999484],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
161,0,161,[0.2916666666666667],[-0.03166666666666667],[1],[0],[0],[2.007558700000004],['target'],161,0,161,0,491.5222558999999,,10,491.4947797,491.5222558999999,491.5222558999999,0.060096100000009756,493.5036803999999,[0.2916666666666667],[-0.03166666666666667],[1],[0],[0],[2.007558700000004],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
162,0,162,[-0.06833333333333333],[-0.09666666666666666],[1],[0],[0],[2.061198099999956],['target'],162,0,162,0,493.5641536999999,,5,493.54145059999996,493.5641536999999,493.5641536999999,0.037317799999982526,495.60383719999993,[-0.06833333333333333],[-0.09666666666666666],[1],[0],[0],[2.061198099999956],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
163,0,163,[0.335],[-0.24166666666666667],[1],[0],[0],[2.148832500000026],['target'],163,0,163,0,495.69769469999994,,10,495.6699768,495.69769469999994,495.69769469999994,0.06580799999994724,497.8197872999999,[0.335],[-0.24166666666666667],[1],[0],[0],[2.148832500000026],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
164,0,164,[-0.03666666666666667],[0.33666666666666667],[1],[0],[0],[2.9652664999999843],['target'],164,0,164,0,497.8926292,,10,497.86947609999993,497.8926292,497.8926292,0.049212099999977,500.83578939999984,[-0.03666666666666667],[0.33666666666666667],[1],[0],[0],[2.9652664999999843],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
165,0,165,[0.23833333333333334],[0.385],[1],[0],[0],[1.7214265000000069],['target'],165,0,165,0,500.89944879999985,,5,500.87878839999985,500.89944879999985,500.89944879999985,0.04234220000012101,502.60102200000006,[0.23833333333333334],[0.385],[1],[0],[0],[1.7214265000000069],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
166,0,166,[0.38],[0.26166666666666666],[1],[0],[0],[1.6598050000000057],['target'],166,0,166,0,502.65677459999984,,5,502.63981509999985,502.65677459999984,502.65677459999984,0.038510399999950096,504.30057669999997,[0.38],[0.26166666666666666],[1],[0],[0],[1.6598050000000057],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
167,0,167,[-0.05],[-0.11666666666666667],[1],[0],[0],[2.321738699999969],['target'],167,0,167,0,504.38349619999985,,10,504.3630048,504.38349619999985,504.38349619999985,0.06208300000002964,506.6857671,[-0.05],[-0.11666666666666667],[1],[0],[0],[2.321738699999969],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
168,0,168,[0.44166666666666665],[0.13333333333333333],[1],[0],[0],[1.8644292999999834],['target'],168,0,168,0,506.7349486999999,,5,506.7169807999999,506.7349486999999,506.7349486999999,0.030854800000042815,508.5821355999999,[0.44166666666666665],[0.13333333333333333],[1],[0],[0],[1.8644292999999834],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
169,0,169,[0.34],[-0.4266666666666667],[1],[0],[0],[2.1123958000000584],['target'],169,0,169,0,508.62088819999985,,5,508.60453719999987,508.62088819999985,508.62088819999985,0.022222499999998035,510.7177437999999,[0.34],[-0.4266666666666667],[1],[0],[0],[2.1123958000000584],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
170,0,170,[-0.17],[-0.2916666666666667],[1],[0],[0],[2.0506937000000107],['target'],170,0,170,0,510.78975049999985,,10,510.7676595999999,510.78975049999985,510.78975049999985,0.04962870000008479,512.8191844999999,[-0.17],[-0.2916666666666667],[1],[0],[0],[2.0506937000000107],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
171,0,171,[-0.505],[0.1],[1],[0],[0],[2.169706700000006],['target'],171,0,171,0,512.8665315999999,,5,512.8485137999999,512.8665315999999,512.8665315999999,0.028910399999858782,515.0189235999999,[-0.505],[0.1],[1],[0],[0],[2.169706700000006],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
172,0,172,[0.06666666666666667],[-0.4583333333333333],[1],[0],[0],[2.192914900000005],['target'],172,0,172,0,515.0831590999999,,10,515.0610690999999,515.0831590999999,515.0831590999999,0.04177079999999478,517.2549862999999,[0.06666666666666667],[-0.4583333333333333],[1],[0],[0],[2.192914900000005],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
173,0,173,[-0.42333333333333334],[0.4116666666666667],[1],[0],[0],[1.9817857000000458],['target'],173,0,173,0,517.3013483,,5,517.2860375,517.3013483,517.3013483,0.03066939999985152,519.2685867999999,[-0.42333333333333334],[0.4116666666666667],[1],[0],[0],[1.9817857000000458],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
174,0,174,[-0.03333333333333333],[-0.25166666666666665],[1],[0],[0],[2.2027565000000777],['target'],174,0,174,0,519.3131255999999,,5,519.2974998,519.3131255999999,519.3131255999999,0.028612099999918428,521.5010854,[-0.03333333333333333],[-0.25166666666666665],[1],[0],[0],[2.2027565000000777],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
175,0,175,[-0.38],[-0.0033333333333333335],[1],[0],[0],[1.926341999999977],['target'],175,0,175,0,521.5467927,,5,521.5267658999999,521.5467927,521.5467927,0.025502299999971,523.4537817,[-0.38],[-0.0033333333333333335],[1],[0],[0],[1.926341999999977],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
176,0,176,[-0.095],[0.065],[1],[0],[0],[1.5606586999999763],['target'],176,0,176,0,523.4906601,,5,523.4750538999999,523.4906601,523.4906601,0.021085500000026514,525.0367474,[-0.095],[0.065],[1],[0],[0],[1.5606586999999763],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
177,0,177,[-0.5016666666666667],[-0.05],[1],[0],[0],[2.451696300000094],['target'],177,0,177,0,525.1309036999999,,10,525.1004401999999,525.1309036999999,525.1309036999999,0.06332739999993464,527.5529285,[-0.5016666666666667],[-0.05],[1],[0],[0],[2.451696300000094],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
178,0,178,[0.021666666666666667],[0.09],[1],[0],[0],[1.6904370000002018],['target'],178,0,178,0,527.6335156999999,,10,527.6114972,527.6335156999999,527.6335156999999,0.058008500000141794,529.3027488,[0.021666666666666667],[0.09],[1],[0],[0],[1.6904370000002018],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
179,0,179,[0.17],[0.22166666666666668],[1],[0],[0],[1.705547999999908],['target'],179,0,179,0,529.3888417999999,,10,529.3604003999999,529.3888417999999,529.3888417999999,0.0572293999998692,531.0666535,[0.17],[0.22166666666666668],[1],[0],[0],[1.705547999999908],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
180,0,180,[0.16166666666666665],[-0.145],[1],[0],[0],[1.7803172999999788],['target'],180,0,180,0,531.1043322999999,,5,531.0887694999999,531.1043322999999,531.1043322999999,0.021890399999847432,532.8698336999998,[0.16166666666666665],[-0.145],[1],[0],[0],[1.7803172999999788],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
181,0,181,[0.13666666666666666],[-0.13],[1],[0],[0],[1.1206116999999267],['target'],181,0,181,0,532.9181517,,5,532.8984143,532.9181517,532.9181517,0.02816290000009758,534.0197673999999,[0.13666666666666666],[-0.13],[1],[0],[0],[1.1206116999999267],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
182,0,182,[-0.43666666666666665],[0.48833333333333334],[1],[0],[0],[6.920036900000014],['target'],182,0,182,0,534.0859284999999,,10,534.0640357,534.0859284999999,534.0859284999999,0.04388999999991938,540.9849502,[-0.43666666666666665],[0.48833333333333334],[1],[0],[0],[6.920036900000014],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
183,0,183,[0.405],[-0.31833333333333336],[1],[0],[0],[2.038784200000009],['target'],183,0,183,0,541.0302901999999,,5,541.0126275,541.0302901999999,541.0302901999999,0.02742650000004687,543.0522589,[0.405],[-0.31833333333333336],[1],[0],[0],[2.038784200000009],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
184,0,184,[-0.14333333333333334],[0.16],[1],[0],[0],[1.413224499999842],['target'],184,0,184,0,543.1307084,,10,543.1043485,543.1307084,543.1307084,0.051879500000040935,544.5182743,[-0.14333333333333334],[0.16],[1],[0],[0],[1.413224499999842],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
185,0,185,[0.43166666666666664],[0.45166666666666666],[1],[0],[0],[1.97166100000004],['target'],185,0,185,0,544.5652989999999,,5,544.5482849,544.5652989999999,544.5652989999999,0.029780299999856652,546.5209090999999,[0.43166666666666664],[0.45166666666666666],[1],[0],[0],[1.97166100000004],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
186,0,186,[-0.4866666666666667],[-0.3616666666666667],[1],[0],[0],[2.8941121000000294],['target'],186,0,186,0,546.5584787999999,,5,546.5431457,546.5584787999999,546.5584787999999,0.02182630000015706,549.4383094,[-0.4866666666666667],[-0.3616666666666667],[1],[0],[0],[2.8941121000000294],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
187,0,187,[0.23166666666666666],[-0.285],[1],[0],[0],[2.2654231000001346],['target'],187,0,187,0,549.5326247999999,,10,549.503332,549.5326247999999,549.5326247999999,0.06468500000005406,551.7694638999999,[0.23166666666666666],[-0.285],[1],[0],[0],[2.2654231000001346],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
188,0,188,[-0.24333333333333335],[0.39166666666666666],[1],[0],[0],[2.1786394000000655],['target'],188,0,188,0,551.8070212999999,,5,551.7916192999999,551.8070212999999,551.8070212999999,0.0219113999999081,553.9711652999999,[-0.24333333333333335],[0.39166666666666666],[1],[0],[0],[2.1786394000000655],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
189,0,189,[0.31333333333333335],[-0.045],[1],[0],[0],[2.152831399999968],['target'],189,0,189,0,554.017386,,5,554.0018352,554.017386,554.017386,0.030392800000072384,556.1556501999999,[0.31333333333333335],[-0.045],[1],[0],[0],[2.152831399999968],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
190,0,190,[-0.5066666666666667],[-0.24666666666666667],[1],[0],[0],[7.339525899999899],['target'],190,0,190,0,556.2492141999999,,10,556.2142059,556.2492141999999,556.2492141999999,0.05823890000010579,563.5546938999998,[-0.5066666666666667],[-0.24666666666666667],[1],[0],[0],[7.339525899999899],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
191,0,191,[-0.27166666666666667],[0.135],[1],[0],[0],[1.675392299999885],['target'],191,0,191,0,563.5973073,,5,563.5815307,563.5973073,563.5973073,0.02647690000003422,565.2578263999999,[-0.27166666666666667],[0.135],[1],[0],[0],[1.675392299999885],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
192,0,192,[-0.013333333333333334],[-0.19],[1],[0],[0],[1.6567465000000539],['target'],192,0,192,0,565.3402105,,10,565.3116190999999,565.3402105,565.3402105,0.05354319999992185,566.9690607,[-0.013333333333333334],[-0.19],[1],[0],[0],[1.6567465000000539],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
193,0,193,[0.46],[-0.051666666666666666],[1],[0],[0],[4.075901700000031],['target'],193,0,193,0,567.0332386,,10,567.0118123,567.0332386,567.0332386,0.042524100000036924,571.0888593,[0.46],[-0.051666666666666666],[1],[0],[0],[4.075901700000031],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
194,0,194,[-0.043333333333333335],[0.06833333333333333],[1],[0],[0],[1.4830173000000286],['target'],194,0,194,0,571.1403596999999,,5,571.1206388999999,571.1403596999999,571.1403596999999,0.031175099999927625,572.6043316999999,[-0.043333333333333335],[0.06833333333333333],[1],[0],[0],[1.4830173000000286],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
195,0,195,[-0.07],[-0.375],[1],[0],[0],[2.9808408999999756],['target'],195,0,195,0,572.7024936999999,,10,572.6731023,572.7024936999999,572.7024936999999,0.06856909999987693,575.6547552,[-0.07],[-0.375],[1],[0],[0],[2.9808408999999756],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
196,0,196,[-0.13833333333333334],[0.365],[1],[0],[0],[2.716139600000133],['target'],196,0,196,0,575.7491442999999,,10,575.7217076,575.7491442999999,575.7491442999999,0.0665871999999581,578.4387331,[-0.13833333333333334],[0.365],[1],[0],[0],[2.716139600000133],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
