thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
80,0,80,up,1,0.6830511000007391,None,0,80,0,80,0,149.3230003999779,,149.3112497999682,149.3230003999779,150.32334459997946,150.32334459997946,151.01149770000484,up,1,0.6830511000007391,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
81,0,81,down,0,0.7579341999953613,None,0,81,0,81,0,151.02335839997977,,151.01175040000817,151.02335839997977,152.02341739996336,152.02341739996336,152.79437989997678,down,0,0.7579341999953613,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
82,0,82,down,0,0.7661861999658868,None,0,82,0,82,0,152.8066845999565,,152.79464360000566,152.8066845999565,153.80691990000196,153.80691990000196,154.57791059999727,down,0,0.7661861999658868,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
83,0,83,down,0,0.7075088999699801,None,0,83,0,83,0,154.5901647999999,,154.57817860000068,154.5901647999999,155.59038469998632,155.59038469998632,156.31120199995348,down,0,0.7075088999699801,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
84,0,84,down,1,0.6798859999980778,None,4,84,0,84,0,156.3235485999612,,156.31148589996155,156.3235485999612,157.32374879997224,157.32374879997224,158.01100319996476,down,1,0.6798859999980778,None,4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
85,0,85,down,0,0.6975302000064403,None,0,85,0,85,0,158.02347899996676,,158.01123279996682,158.02347899996676,159.0237965999986,159.0237965999986,159.7276397999958,down,0,0.6975302000064403,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
86,0,86,down,0,0.6538613999728113,None,0,86,0,86,0,159.7401616999996,,159.72786990000168,159.7401616999996,160.74050869996427,160.74050869996427,161.4112674999633,down,0,0.6538613999728113,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
87,0,87,down,0,0.8822027000132948,None,0,87,0,87,0,161.4236456999788,,161.41154409997398,161.4236456999788,162.42394780000905,162.42394780000905,163.3109266999527,down,0,0.8822027000132948,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
88,0,88,down,1,0.7111132999998517,None,-2,88,0,88,0,163.32363339996664,,163.31116789998487,163.32363339996664,164.3238529000082,164.3238529000082,165.04492690000916,down,1,0.7111132999998517,None,-2,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
89,0,89,down,1,0.9133004999603145,None,-3,89,0,89,0,165.05725759995403,,165.04521359998034,165.05725759995403,166.057438799995,166.057438799995,166.97843499999726,down,1,0.9133004999603145,None,-3,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
90,0,90,down,1,0.6650636000558734,None,-4,90,0,90,0,166.99066349997884,,166.97873440000694,166.99066349997884,167.9909015999874,167.9909015999874,168.6617965999758,down,1,0.6650636000558734,None,-4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
91,0,91,up,1,1.0179149000323378,None,0,91,0,91,0,168.67395579995355,,168.6620666999952,168.67395579995355,169.67415969999274,169.67415969999274,170.6955551999854,up,1,1.0179149000323378,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
92,0,92,up,1,0.6550401000422426,None,0,92,0,92,0,170.70726709999144,,170.695808199991,170.70726709999144,171.70771230000537,171.70771230000537,172.37860399996862,up,1,0.6550401000422426,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
93,0,93,up,1,0.5878526999731548,None,0,93,0,93,0,172.39089409995358,,172.3788779999595,172.39089409995358,173.39192889997503,173.39192889997503,173.99497800000245,up,1,0.5878526999731548,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
94,0,94,up,0,0.5978111999575049,None,3,94,0,94,0,174.00743070000317,,173.99535859999014,174.00743070000317,175.00790470000356,175.00790470000356,175.61212879995583,up,0,0.5978111999575049,None,3,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
95,0,95,down,1,0.9089587000198662,None,-4,95,0,95,0,175.62425029999577,,175.6124201999628,175.62425029999577,176.62453829997685,176.62453829997685,177.54541029996471,down,1,0.9089587000198662,None,-4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
96,0,96,down,0,0.9299644000129774,None,0,96,0,96,0,177.5575700000045,,177.54565359995468,177.5575700000045,178.55784969998058,178.55784969998058,179.49559740000404,down,0,0.9299644000129774,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
97,0,97,down,0,0.8677468000096269,None,0,97,0,97,0,179.50771689997055,,179.49587879999308,179.50771689997055,180.50803169998107,180.50803169998107,181.37925800000085,down,0,0.8677468000096269,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
98,0,98,down,1,0.7595585000235587,None,-4,98,0,98,0,181.39129319996573,,181.37954799999716,181.39129319996573,182.39144609996583,182.39144609996583,183.16253639996285,down,1,0.7595585000235587,None,-4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
99,0,99,up,1,0.7984332999913022,None,0,99,0,99,0,183.17464219999965,,183.16279789997498,183.17464219999965,184.17480909998994,184.17480909998994,184.97906330000842,up,1,0.7984332999913022,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
